*MTXTUF_LXP_PBTMPPKGCreate a Shared Templates Package                                             78                       000000000000
*MTXTUF_LXP_PDF     PDF                                                                           78                       000000000000
*MTXTUF_LXP_PORTRAITPortrait                                                                      78                       000000000000
*MTXTUF_LXP_PUBTEMPLShared Templates                                                              78                       000000000000
*MTXTUF_LXP_SETTINGSExport Settings & Tools                                                       78                       000000000000
*MTXTUF_LXP_TMPLFLD Open My Templates Folder                                                      78                       000000000000
*MTXTUF_LXP_XLS     Microsoft Excel                                                               78                       000000000000
*MTXTUF_MAXIMIZE    Maximize                                                                      78                       000000000000
*MTXTUF_MAXLISTLINESLimit of 9999 lines for a list reached, output truncated.                     78                       000000000000
*MTXTUF_MAXOPENCHILDChanges the maximum of associated panels allowed to be concurrently open      78                       000000000000
*MTXTUF_MESSAGES    Messages                                                                      30                       000000000000
*MTXTUF_MINIMIZE    Minimize                                                                      78                       000000000000
*MTXTUF_MONITOR1    Show in primary monitor                                                       78                       000000000000
*MTXTUF_MONITOR2    Show in secondary monitor                                                     78                       000000000000
*MTXTUF_MORE        More...                                                                       78                       000000000000
*MTXTUF_MOREOPTIONS More options                                                                  78                       000000000000
*MTXTUF_MOVEBOTTOM  Move to Bottom                                                                78                       000000000000
*MTXTUF_MOVEFILTER  Change the position of the filter panel to top, left, bottom or right         78                       000000000000
*MTXTUF_MOVELEFT    Move to Left                                                                  78                       000000000000
*MTXTUF_MOVERIGHT   Move to Right                                                                 78                       000000000000
*MTXTUF_MOVETOP     Move to Top                                                                   78                       000000000000
*MTXTUF_MSG_BEGIN   Beginning of messages                                                         78                       000000000000
*MTXTUF_MSG_END     End of Messages                                                               78                       000000000000
*MTXTUF_MSG_0001    Found &1 &2.                                                                  78                       000000000000
*MTXTUF_MSG_0002    Unexpected error when reading &1.                                             78                       000000000000
*MTXTUF_MSG_0003    Could not find &1 with identification &2.                                     78                       000000000000
*MTXTUF_MSG_0004    Unexpected error occurred when looking for &1 with identification &2.         78                       000000000000
*MTXTUF_MSG_0005    Saved details of &1 with identification &2.                                   78                       000000000000
*MTXTUF_MSG_0006    Validation error(s) occurred when processing &1 with identification &2.       78                       000000000000
*MTXTUF_MSG_0007    Fatal error(s) when processing &1 with identification &2. Return code &3.     78                       000000000000
*MTXTUF_MSG_0008    Deleted details of &1 with identification &2.                                 78                       000000000000
*MTXTUF_MSG_0009    Changes made to &1 have not been saved. Do you want to save them?             78                       000000000000
*MTXTUF_MSG_0010    Confirm &1 identified as &2 - &3 is to be deleted by clicking OK.             78                       000000000000
*MTXTUF_MSG_0011    User: &1 DateTime &2                                                          78                       000000000000
*MTXTUF_NAME        Name                                                                          78                       000000000000
*MTXTUF_NAVIGATION  Navigation Pane                                                               78                       000000000000
*MTXTUF_NAVMENU     Nav Menu                                                                      78                       000000000000
*MTXTUF_NEW         New                                                                           50                       000000000000
*MTXTUF_NEW_USER    New User                                                                      78                       000000000000
*MTXTUF_NEW_USER_GRPNew Group                                                                     78                       000000000000
*MTXTUF_NEWNOTE     Click to add a note                                                           78                       000000000000
*MTXTUF_NEWPASSWORD New Password                                                                  50                       000000000000
*MTXTUF_NEWPSWERROR New password error                                                            78                       000000000000
*MTXTUF_NEXT        Next >>                                                                       30                       000000000000
*MTXTUF_NEXT1       Next                                                                          30                       000000000000
*MTXTUF_NO          No                                                                            20                       000000000000
*MTXTUF_NO_MESSAGES There are no messages available                                               78                       000000000000
*MTXTUF_NO_USERNAME User name does not exist                                                      78                       000000000000
*MTXTUF_NOHELP      No Help Available                                                             78                       000000000000
*MTXTUF_NORMAL      Normal                                                                        78                       000000000000
*MTXTUF_NOSERVERERR No error message received from server. The return code was                    78                       000000000000
*MTXTUF_NOTESAVAIL  Available notes.                                                              78                       000000000000
*MTXTUF_OBJSWITHPROPObjects with properties                                                       78                       000000000000
*MTXTUF_OFFLINE1    Work Offline                                                                  15                       000000000000
*MTXTUF_OK          OK                                                                            20                       000000000000
*MTXTUF_OLDPASSWORD Old Password                                                                  50                       000000000000
*MTXTUF_OLOGON_001  User profile is invalid or unknown.                                           78                       000000000000
*MTXTUF_OLOGON_002  User profile is invalid or unknown                                            78                       000000000000
*MTXTUF_OLOGON_003  Call to example validation program UF_3GCHKPW                                 78                       000000000000
*MTXTUF_OPEN        Open                                                                          20                       000000000000
*MTXTUF_ORANGE      Orange                                                                        78                       000000000000
*MTXTUF_OUMAUT001   Authority information successfully updated.                                   78                       000000000000
*MTXTUF_OUMAUT002   ERROR when updating authorities.                                              78                       000000000000
*MTXTUF_OUMAUT003   You should investigate this problem.                                          78                       000000000000
*MTXTUF_OUMPTY001   Get user property overrides failed.                                           78                       000000000000
*MTXTUF_OUMPTY002   Save user property overrides failed.                                          78                       000000000000
*MTXTUF_OVERUNDER   Over / Under                                                                  50                       000000000000
*MTXTUF_PAGINATION  Page &1. Showing items &2 (&3) to &4 (&5) of &6 &7.                           78                       000000000000
*MTXTUF_PANELIMIT   You need to close some viewing panels and then try that again.                78                       000000000000
*MTXTUF_PASSWORD    Password                                                                      20                       000000000000
*MTXTUF_PIN         Pin / Dock this Panel in Place                                                78                       000000000000
*MTXTUF_PINK        Pink                                                                          78                       000000000000
*MTXTUF_PLEASEWAIT  Please Wait                                                                   78                       000000000000
*MTXTUF_POSITION    Position                                                                      50                       000000000000
*MTXTUF_PREVIOUS    << Back                                                                       30                       000000000000
*MTXTUF_PREVIOUS1   Back                                                                          30                       000000000000
*MTXTUF_PSW_AGAIN   The two entries of the new password are not the same                          78                       000000000000
*MTXTUF_PSW_CHANGE  Change Password                                                               30                       000000000000
*MTXTUF_PSW_CHANGE2 Change &Password                                                              30                       000000000000
*MTXTUF_PSW_CHGD    Password changed successfully                                                 40                       000000000000
*MTXTUF_PSW_RULE    This password breaks site standards for passwords                             78                       000000000000
*MTXTUF_PURPLE      Purple                                                                        78                       000000000000
*MTXTUF_QUICKSEARCH Quick Search                                                                  78                       000000000000
*MTXTUF_RAMP_TS     RAMP-TS (Terminal Server)                                                     78                       000000000000
*MTXTUF_RAMP_TS2    RAMP-TS (Terminal Server)                                                     78                       000000000000
*MTXTUF_READY       Ready                                                                         20                       000000000000
*MTXTUF_RECEIVED    received from the server.                                                     78                       000000000000
*MTXTUF_RECENT      Recently Used :                                                               78                       000000000000
*MTXTUF_RED         Red                                                                           78                       000000000000
*MTXTUF_REFRESH_LISTRefresh List                                                                  78                       000000000000
*MTXTUF_REORDER_TABSReorder Tabs                                                                  78                       000000000000
*MTXTUF_RESTORE     Restore to last normal size                                                   78                       000000000000
*MTXTUF_RESTOREALL  Restore All                                                                   78                       000000000000
*MTXTUF_RESUME1     &Resume                                                                       78                       000000000000
*MTXTUF_RETURNCODE  Return Code                                                                   30                       000000000000
*MTXTUF_RIGHT       Right                                                                         20                       000000000000
*MTXTUF_ROUNDCORNERSRounded Corners                                                               78                       000000000000
*MTXTUF_RTS_PRIVATE aXes Project Folder                                                           78                       000000000000
*MTXTUF_SAVE        Save                                                                          50                       000000000000
*MTXTUF_SAVEPASSWORDSave password                                                                 78                       000000000000
*MTXTUF_SAVING      Saving                                                                        78                       000000000000
*MTXTUF_SEARCH      Quick Find ...                                                                78                       000000000000
*MTXTUF_SEARCH_FILT Search filter for                                                             78                       000000000000
*MTXTUF_SEARCH_LIMITSearch limited to                                                             78                       000000000000
*MTXTUF_SEARCH_RES  Your Search Found                                                             78                       000000000000
*MTXTUF_SEARCHFOR   Search for &1                                                                 78                       000000000000
*MTXTUF_SEARCHING   Searching - Please Wait                                                       78                       000000000000
*MTXTUF_SEARCHUSERS Search                                                                        78                       000000000000
*MTXTUF_SELECTAPP   Click to select Application                                                   50                       000000000000
*MTXTUF_SELECTAPPL  Click or touch to select what you want to work with.                          78                       000000000000
*MTXTUF_SELECTED    Selected                                                                      50                       000000000000
*MTXTUF_SENDTOCSVPRFSpreadsheet_                                                                  78                       000000000000
*MTXTUF_SENDXL      Send to Excel                                                                 78                       000000000000
*MTXTUF_SERVER_ERRORServer error                                                                  78                       000000000000
*MTXTUF_SERVERCONFIGServer Configuration                                                          78                       000000000000
*MTXTUF_SERVERNAVAILThe RAMP server does not appear to be available at this time.                 78                       000000000000
*MTXTUF_SESSIONENDEDYour session has ended.                                                       78                       000000000000
*MTXTUF_SETTING     Settings                                                                      78                       000000000000
*MTXTUF_SETTINGS    Change settings                                                               78                       000000000000
*MTXTUF_SETTINGS2   Click or touch to view or change system settings.                             78                       000000000000
*MTXTUF_SHAREDOBJECTContains SHARED Object                                                        78                       000000000000
*MTXTUF_SHOW        Show                                                                          78                       000000000000
*MTXTUF_SHOWACTIVE  Show Active                                                                   78                       000000000000
*MTXTUF_SHOWONDIAL  Show on Connect Dialog                                                        78                       000000000000
*MTXTUF_SHRINK      Shrink                                                                        78                       000000000000
*MTXTUF_SIDEBYSIDE  Side by Side                                                                  50                       000000000000
*MTXTUF_SIGNOFFMSG1 Inactivity timeout has elapsed.                                               78                       000000000000
*MTXTUF_SIGNOFFMSG2 This application has been closed.                                             78                       000000000000
*MTXTUF_SIGNOFFTIME Log off if inactive for                                                       78                       000000000000
*MTXTUF_SIGNON      Log On                                                                        50                       000000000000
*MTXTUF_SIGNONAGAIN Please sign in again                                                          78                       000000000000
*MTXTUF_SIGNONTIME  Log on if inactive for                                                        78                       000000000000
*MTXTUF_SIZETOCONT  Size to content                                                               78                       000000000000
*MTXTUF_SMALL_ICONS Small Icons                                                                   20                       000000000000
*MTXTUF_SORT        Change how this list is sorted                                                78                       000000000000
*MTXTUF_SQLWARNING  Search was not performed - The search data was not acceptable                 78                       000000000000
*MTXTUF_SRV_CON_FAILConnection to server has been lost                                            78                       000000000000
*MTXTUF_SRV_RECON_FLAttempt to reconnect failed                                                   78                       000000000000
*MTXTUF_SRV_RECON_REAttempt to reconnect failed - Do you want to try again?                       78                       000000000000
*MTXTUF_START_SEARCHDescribe the thing you want to use                                            78                       000000000000
*MTXTUF_START_SRCH_2Search for                                                                    20                       000000000000
*MTXTUF_STARTED     is being started.                                                             78                       000000000000
*MTXTUF_STATUSBAR   Launch applications from the status bar                                       78                       000000000000
*MTXTUF_STOP_TRACE  Stop trace                                                                    78                       000000000000
*MTXTUF_STORAGE_UNAVUnable to store your preferences on your device                               78                       000000000000
*MTXTUF_STORAGE_UN2 Check your device / browser settings.                                         78                       000000000000
*MTXTUF_STYLE_BLULGEBlue Background (Large Font) - UF_VS002                                       40                       000000000000
*MTXTUF_STYLE_BLUSMABlue Background (Small Font) - UF_VS001                                       40                       000000000000
*MTXTUF_STYLE_EMPH  VL Shipped style - VS_EMPH                                                    40                       000000000000
*MTXTUF_STYLE_GROUP VL Shipped style - VS_GROUP                                                   40                       000000000000
*MTXTUF_STYLE_NL    RAMP background color                                                         78                       000000000000
*MTXTUF_STYLE_NORM  VL Shipped style - VS_NORM                                                    40                       000000000000
*MTXTUF_STYLE_PALLGEPale Background (Large Font) - UF_VS004                                       40                       000000000000
*MTXTUF_STYLE_PALSMAPale Background (Small Font) - UF_VS003                                       40                       000000000000
*MTXTUF_STYLE_PANEL VL Shipped style - VS_PANEL                                                   40                       000000000000
*MTXTUF_STYLE_SCRLGEScript Editing - Large font                                                   78                       000000000000
*MTXTUF_STYLE_SCRMEDScript Editing - Medium font                                                  78                       000000000000
*MTXTUF_STYLE_SCRSMAScript Editing - Small font                                                   78                       000000000000
*MTXTUF_SW100O_001  Configuration details saved.                                                  78                       000000000000
*MTXTUF_SW100O_002  Attempt to execute a service routine failed.                                  78                       000000000000
*MTXTUF_SW100O_003  The session is not signed in.                                                 78                       000000000000
*MTXTUF_SW100O_004  Configuration details NOT saved.                                              78                       000000000000
*MTXTUF_SW100O_005  Call to change password IIP failed.                                           78                       000000000000
*MTXTUF_SW100O_006  Please check server logs.                                                     78                       000000000000
*MTXTUF_SW100O_007  Call to User IIP failed.                                                      78                       000000000000
*MTXTUF_SW100O_008  Attempt to list Framework definitions failed.                                 78                       000000000000
*MTXTUF_SW100O_009  Error Number                                                                  78                       000000000000
*MTXTUF_SW100O_010  Attempt to load details failed.                                               78                       000000000000
*MTXTUF_SYSINFO     System Info...                                                                20                       000000000000
*MTXTUF_SY001O_ER001The application will now shut down.                                           78                       000000000000
*MTXTUF_SY001O_ER002The reason was:                                                               78                       000000000000
*MTXTUF_SY001O_ER003The call that failed was to:                                                  78                       000000000000
*MTXTUF_SY001O_ER004The module called was:                                                        78                       000000000000
*MTXTUF_SY001O_ER005The webroutine called was:                                                    78                       000000000000
*MTXTUF_SY001O_ER006Messages Issued:                                                              78                       000000000000
*MTXTUF_SY001O_ER007Message to Application administrator: My application named                    78                       000000000000
*MTXTUF_SY001O_ER008failed with an error                                                          78                       000000000000
*MTXTUF_SY001O_ER009Send this message to advise the administrator of the application of the crash 78                       000000000000
*MTXTUF_SY001O_ER010The details of the crash are:                                                 78                       000000000000
*MTXTUF_SY120_001   Logging off from server system                                                78                       000000000000
*MTXTUF_SY120_002   Not connected to server system                                                78                       000000000000
*MTXTUF_SY120_003   Failed to load file VF_SY120.htm/VF_SY120_RTS.htm from                        78                       000000000000
*MTXTUF_SY120_004   Verify the Load Path in the Server definition                                 78                       000000000000
*MTXTUF_SY120_005   and that the file exists in the specified location                            78                       000000000000
*MTXTUF_SY120_007   Unable to continue. Missing session script file                               78                       000000000000
*MTXTUF_SY120_008   Command execution stopped.                                                    60                       000000000000
*MTXTUF_SY120_015   A Fatal error has occured                                                     78                       000000000000
*MTXTUF_SY120_016   Server logon cancelled                                                        78                       000000000000
*MTXTUF_SY120_017   Logging on to server system. Please wait.                                     78                       000000000000
*MTXTUF_SY120_018   Logon to server failed. User profile or password provided may not be valid.   78                       000000000000
*MTXTUF_SY120_019   Logged off from server                                                        78                       000000000000
*MTXTUF_SY120_020   Waiting for shared session information to load.                               78                       000000000000
*MTXTUF_SY120_023   Shared session information failed to load.                                    78                       000000000000
*MTXTUF_SY120LOCK_08An IBM i screen or tab that may prevent proper application navigation         78                       000000000000
*MTXTUF_SY120LOCK_09is currently being displayed. Click OK, then close or cancel                  78                       000000000000
*MTXTUF_SY120LOCK_10the IBM i screen. Then attempt this navigation operation again.               78                       000000000000
*MTXTUF_SY153_001   Theme cannot be changed while the framework is locked.                        78                       000000000000
*MTXTUF_SY153_002   Deactivate force floating and dock any floated panels before changing theme.  78                       000000000000
*MTXTUF_SY153_003   Theme cannot be changed while panels are floated or secondary windows are open78                       000000000000
*MTXTUF_SY169O_001  Loading. Please Wait.                                                         78                       000000000000
*MTXTUF_TEAL        Teal                                                                          78                       000000000000
*MTXTUF_TECHSUP     Technical Support...                                                          20                       000000000000
*MTXTUF_TEMPDIR     Temp Directory (PC)                                                           78                       000000000000
*MTXTUF_TESTSUBS    1=&1, 2=&2, 3=&3, 4=&4                                                        78                       000000000000
*MTXTUF_THEME       Overall theme                                                                 78                       000000000000
*MTXTUF_THEME_CHANGETheme changed to                                                              78                       000000000000
*MTXTUF_THNONE      None                                                                          78                       000000000000
*MTXTUF_THSHELL     Current windows theme                                                         78                       000000000000
*MTXTUF_TH2003BLUE  2003 Blue                                                                     78                       000000000000
*MTXTUF_TH2003COLOR 2003 Color                                                                    78                       000000000000
*MTXTUF_TH2003OLIVE 2003 Olive                                                                    78                       000000000000
*MTXTUF_TH2003SILVER2003 Silver                                                                   78                       000000000000
*MTXTUF_TH2007BLUE  2007 Blue                                                                     78                       000000000000
*MTXTUF_TH2007GRAPH 2007 Graphite                                                                 78                       000000000000
*MTXTUF_TH2007OLIVE 2007 Olive                                                                    78                       000000000000
*MTXTUF_TH2007SILVER2007 Silver                                                                   78                       000000000000
*MTXTUF_TIME        &Time                                                                         20                       000000000000
*MTXTUF_TIME1       Time                                                                          20                       000000000000
*MTXTUF_TOOLBAR     Move the navigation bar up onto the tool bar as a push button                 78                       000000000000
*MTXTUF_TOOLBAR_VIEWOn Tool Bar                                                                   78                       000000000000
*MTXTUF_TOP         Top                                                                           20                       000000000000
*MTXTUF_TREE_VIEW   Tree View                                                                     20                       000000000000
*MTXTUF_TREEVIEW    Change the navigation pane to a display as a tree                             78                       000000000000
*MTXTUF_TYPE_SEARCH Type search string                                                            78                       000000000000
*MTXTUF_TYPETOSTART Or type here what you want to do or to use                                    78                       000000000000
*MTXTUF_UI002O_1    Arrangement request was ignored because there are no visible items.           78                       000000000000
*MTXTUF_UI002O_2    Request ignored - too many items to arrange automatically.                    78                       000000000000
*MTXTUF_UM069_001   The application is in use and has been locked. Only                           78                       000000000000
*MTXTUF_UM069_002   can unlock this application. If you are user                                  78                       000000000000
*MTXTUF_UM069_003   re-enter your password and click Resume to continue using the application.    78                       000000000000
*MTXTUF_UM069_004   Click Cancel to terminate this application.                                   78                       000000000000
*MTXTUF_UNKNOWNERRORUnknown return code from change password BIF                                  78                       000000000000
*MTXTUF_USER        User                                                                          20                       000000000000
*MTXTUF_USER_MSG1   This is the placeholder for the Web Browser interface to User Management.     78                       000000000000
*MTXTUF_USER_MSG2   It is visible in Windows because you are working as an Application Designer.  78                       000000000000
*MTXTUF_USER_MSG3   You cannot use this interface when executing this framework in Windows.       78                       000000000000
*MTXTUF_USER_MSG4   You can use this interface when executing this interface on the Web.          78                       000000000000
*MTXTUF_USER_MSG5   To maintain users in Windows use the (Administration) -> (Users) menu options.78                       000000000000
*MTXTUF_USERDISABLEDDisabled                                                                      78                       000000000000
*MTXTUF_USERGROUPS  User Groups                                                                   78                       000000000000
*MTXTUF_USERPTYTITLEUser property settings for                                                    78                       000000000000
*MTXTUF_USR_ADMIN   Administrative User                                                           78                       000000000000
*MTXTUF_USR_DISABLE2This user profile has been disabled - see administrator                       70                       000000000000
*MTXTUF_USR_DISABLE3This user has been disabled or is not authorised to the framework             70                       000000000000
*MTXTUF_USR_IS_GRP  Cannot sign on as a group profile                                             78                       000000000000
*MTXTUF_USR_NOT_ADMNThis user profile is not an administrator                                     70                       000000000000
*MTXTUF_USR_NOT_LOC This user cannot be found or is not accessible. See your administrator.       78                       000000000000
*MTXTUF_USR_PROF    User Name                                                                     50                       000000000000
*MTXTUF_USR_PSW_EXP Password has expired                                                          78                       000000000000
*MTXTUF_USR_PSW_NO  You cannot sign on with this user profile - It has no password                78                       000000000000
*MTXTUF_USR_SERVER  User is not authorised to this server                                         70                       000000000000
*MTXTUF_USR_UNEXPECTUnexpected error when validating profile / password                           78                       000000000000
*MTXTUF_USRNAUTH    User not authorized to the Framework                                          50                       000000000000
*MTXTUF_USRPASSW    Password specified is not valid                                               78                       000000000000
*MTXTUF_VF_FL002O_01Framework authority is disabled for your user profile.                        78                       000000000000
*MTXTUF_VF_FL002O_02Things you do here will only apply to users                                   78                       000000000000
*MTXTUF_VF_FL002O_03for whom framework authority is enabled.                                      78                       000000000000
*MTXTUF_VF_FL002O_04Refer to the topic Activate Framework Authority                               78                       000000000000
*MTXTUF_VF_FL002O_05 in the product documentation.                                                78                       000000000000
*MTXTUF_VF_FL002O_06users matching search for                                                     78                       000000000000
*MTXTUF_VFUM048_001 No action taken.                                                              78                       000000000000
*MTXTUF_VFUM048_002 Verify your Change Password IIP function.                                     78                       000000000000
*MTXTUF_VIEW_COLUMN Select Columns                                                                78                       000000000000
*MTXTUF_VS_ALTBACKG Base Style with Alternate Background Color                                    78                       000000000000
*MTXTUF_WINDOW_001  &Windows                                                                      78                       000000000000
*MTXTUF_WINDOW_002  (Main Window)                                                                 78                       000000000000
*MTXTUF_WINDOW_003  Open Application                                                              78                       000000000000
*MTXTUF_WINDOW_004  Open View                                                                     78                       000000000000
*MTXTUF_WINDOW_005  Open                                                                          78                       000000000000
*MTXTUF_WINDOW_006  Open a New Window ...                                                         78                       000000000000
*MTXTUF_WINDOW_007  Horizontally Arrange                                                          78                       000000000000
*MTXTUF_WINDOW_008  Vertically Arrange                                                            78                       000000000000
*MTXTUF_WINDOW_009  Tile Arrangement                                                              78                       000000000000
*MTXTUF_WINDOW_010  Cascade Arrangement                                                           78                       000000000000
*MTXTUF_WINDOW_011  Convert Windows to Tabs                                                       78                       000000000000
*MTXTUF_WINDOW_012  Convert Tabs to Windows                                                       78                       000000000000
*MTXTUF_WINDOW_014  Previous Window                                                               78                       000000000000
*MTXTUF_WINDOW_015  Next Window                                                                   78                       000000000000
*MTXTUF_WINDOW_016  Close All Windows                                                             78                       000000000000
*MTXTUF_WINDOW_017  Close All Windows - Except Main                                               78                       000000000000
*MTXTUF_WINDOW_018  Other Windows -                                                               78                       000000000000
*MTXTUF_WINDOW_019  in a new Window                                                               78                       000000000000
*MTXTUF_WINDOWSCREDSUse Windows Credentials                                                       78                       000000000000
*MTXTUF_WINUSERVALFNServer IIP func to validate sign on (Id)                                      78                       000000000000
*MTXTUF_WRONGPSW    Wrong password                                                                78                       000000000000
*MTXTUF_YELLOW      Yellow                                                                        78                       000000000000
*MTXTUF_YES         Yes                                                                           78                       000000000000
*MTXTUF_ZOOM        Zoom                                                                          78                       000000000000
*MTXTUFUMF1_001     You are not signed on as a user that has authority to administer users        78                       000000000000
*MTXTUFUMF1_002     Framework security is not enabled                                             78                       000000000000
*MTXTUFUMF1_003     You must store security information in the DBMS.                              78                       000000000000
*MTXTUFUMF1_004     Specify a full or partial User Profile                                        78                       000000000000
